Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/10/2020,02/01/2020,06/06/2020,Montana,Male,45-54 years,,113,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Male,55-64 years,0,258,,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Male,65-74 years,,477,25,0,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Male,75-84 years,,497,32,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Male,85 years and over,,472,38,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Male,All ages,,"1,969",112,,17,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,1-4 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Montana,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,25-34 years,0,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,35-44 years,0,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,45-54 years,0,51,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Montana,Female,55-64 years,0,159,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,65-74 years,,295,23,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,75-84 years,,351,19,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,85 years and over,,661,28,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Female,All ages,,"1,595",77,,17,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Montana,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Montana Total,All,All Ages,16,"3,564",189,,34,236,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,Under 1 year,0,26,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,1-4 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,15-24 years,0,38,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,25-34 years,,72,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,35-44 years,,74,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,45-54 years,,156,10,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,55-64 years,11,417,37,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,65-74 years,24,634,45,10,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,75-84 years,23,731,57,11,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,85 years and over,12,765,68,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Male,All ages,79,"2,919",222,28,11,284,
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,Under 1 year,0,14,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,5-14 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,15-24 years,0,13,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,25-34 years,,24,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,35-44 years,,50,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,45-54 years,,102,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,55-64 years,11,287,25,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,65-74 years,14,497,37,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,75-84 years,19,713,59,,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,85 years and over,27,"1,259",105,10,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nebraska,Female,All ages,75,"2,973",243,25,17,310,
06/10/2020,02/01/2020,06/06/2020,Nebraska,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nebraska Total,All,All Ages,154,"5,892",465,53,28,594,
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,Under 1 year,0,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,5-14 years,0,12,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,15-24 years,,88,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,25-34 years,0,148,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,35-44 years,,208,13,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,45-54 years,18,355,34,12,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,55-64 years,35,827,78,26,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,65-74 years,75,"1,248",143,57,,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,75-84 years,54,"1,342",121,35,,148,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,85 years and over,28,975,82,24,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Male,All ages,218,"5,229",481,158,21,562,
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,Under 1 year,0,15,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,15-24 years,0,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,25-34 years,,68,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,35-44 years,,94,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,45-54 years,10,205,24,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,55-64 years,20,508,49,14,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,65-74 years,37,907,100,29,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,75-84 years,49,"1,076",115,37,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,85 years and over,35,"1,243",80,26,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Nevada,Female,All ages,158,"4,157",381,117,18,440,
06/10/2020,02/01/2020,06/06/2020,Nevada,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Nevada Total,All,All Ages,376,"9,386",862,275,39,"1,002",
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,Under 1 year,0,11,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,15-24 years,,20,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,25-34 years,0,64,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,35-44 years,0,63,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,45-54 years,,151,10,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,55-64 years,10,322,21,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,65-74 years,23,540,47,13,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,75-84 years,50,607,55,19,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,85 years and over,55,651,55,14,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Male,All ages,147,"2,434",192,54,12,296,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,15-24 years,0,10,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,25-34 years,0,33,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,35-44 years,0,35,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,45-54 years,0,94,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,55-64 years,,227,11,0,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,65-74 years,12,377,32,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,75-84 years,27,544,49,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,85 years and over,62,993,67,12,,123,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Female,All ages,103,"2,322",162,25,18,258,
06/10/2020,02/01/2020,06/06/2020,New Hampshire,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Hampshire Total,All,All Ages,250,"4,756",354,79,30,554,
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,Under 1 year,0,65,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,1-4 years,0,14,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,5-14 years,0,11,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,15-24 years,,140,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,25-34 years,62,435,38,33,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,35-44 years,167,687,106,81,,193,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,45-54 years,466,"1,457",274,231,,516,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,55-64 years,"1,037","3,125",679,537,,"1,186",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,65-74 years,"1,418","4,391",970,732,11,"1,666",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,75-84 years,"1,687","5,310","1,173",872,20,"2,005",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,85 years and over,"1,566","5,695","1,181",781,17,"1,983",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Male,All ages,"6,411","21,330","4,423","3,268",66,"7,626",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,Under 1 year,0,56,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,1-4 years,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,15-24 years,,51,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,25-34 years,28,187,19,14,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,35-44 years,54,296,34,26,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,45-54 years,154,696,102,73,,184,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,55-64 years,482,"1,733",316,239,,563,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,65-74 years,856,"2,986",572,423,,"1,008",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,75-84 years,"1,456","5,024",995,727,12,"1,735",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,85 years and over,"2,548","9,836","1,628","1,123",22,"3,072",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Female,All ages,"5,582","20,880","3,670","2,627",50,"6,667",
06/10/2020,02/01/2020,06/06/2020,New Jersey,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Jersey Total,All,All Ages,"11,993","42,211","8,093","5,895",116,"14,293",
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,Under 1 year,0,10,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,15-24 years,0,50,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,25-34 years,,135,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,35-44 years,,186,13,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,45-54 years,15,275,19,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,55-64 years,14,513,33,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,65-74 years,32,695,42,14,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,75-84 years,25,852,75,10,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,85 years and over,45,755,66,12,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Male,All ages,147,"3,481",259,61,15,360,
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,Under 1 year,0,11,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,15-24 years,0,18,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,25-34 years,,49,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,35-44 years,,93,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,45-54 years,,148,,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,55-64 years,12,305,32,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,65-74 years,14,543,50,,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,75-84 years,41,756,67,17,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,85 years and over,64,"1,104",73,20,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New Mexico,Female,All ages,145,"3,034",240,55,13,343,
06/10/2020,02/01/2020,06/06/2020,New Mexico,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New Mexico Total,All,All Ages,292,"6,515",499,116,28,703,
06/10/2020,02/01/2020,06/06/2020,New York,Male,Under 1 year,0,90,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New York,Male,1-4 years,0,14,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Male,5-14 years,,27,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Male,15-24 years,,188,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Male,25-34 years,34,522,22,15,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Male,35-44 years,102,668,59,44,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Male,45-54 years,317,"1,351",218,166,,374,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Male,55-64 years,771,"3,297",585,397,16,974,
06/10/2020,02/01/2020,06/06/2020,New York,Male,65-74 years,"1,214","4,966",966,613,26,"1,590",
06/10/2020,02/01/2020,06/06/2020,New York,Male,75-84 years,"1,369","5,927","1,167",707,25,"1,852",
06/10/2020,02/01/2020,06/06/2020,New York,Male,85 years and over,"1,313","6,747","1,288",661,29,"1,966",
06/10/2020,02/01/2020,06/06/2020,New York,Male,All ages,"5,129","23,797","4,316","2,609",107,"6,934",
06/10/2020,02/01/2020,06/06/2020,New York,Female,Under 1 year,0,71,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,New York,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Female,5-14 years,0,22,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Female,15-24 years,,77,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Female,25-34 years,16,206,11,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Female,35-44 years,43,341,31,24,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Female,45-54 years,101,733,75,43,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York,Female,55-64 years,377,"2,075",323,198,13,514,
06/10/2020,02/01/2020,06/06/2020,New York,Female,65-74 years,681,"3,597",605,361,12,937,
06/10/2020,02/01/2020,06/06/2020,New York,Female,75-84 years,"1,124","5,552",947,574,19,"1,516",
06/10/2020,02/01/2020,06/06/2020,New York,Female,85 years and over,"2,211","11,257","1,742",971,43,"3,019",
06/10/2020,02/01/2020,06/06/2020,New York,Female,All ages,"4,555","23,938","3,738","2,178",98,"6,205",
06/10/2020,02/01/2020,06/06/2020,New York,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York Total,All,All Ages,"9,684","47,737","8,054","4,787",205,"13,139",
06/10/2020,02/01/2020,06/06/2020,New York City,Male,Under 1 year,,81,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Male,1-4 years,,11,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Male,5-14 years,,22,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Male,15-24 years,21,143,,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Male,25-34 years,102,436,49,38,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Male,35-44 years,361,880,137,112,23,392,
06/10/2020,02/01/2020,06/06/2020,New York City,Male,45-54 years,894,"1,854",406,329,69,975,
06/10/2020,02/01/2020,06/06/2020,New York City,Male,55-64 years,"1,987","4,015",932,744,145,"2,188",
